main_id,sp_type,rvz_radvel,rvz_type,query_id
Kepler-674,M1V,-8.16,v,Kepler-674
Kepler-675,K3,-26.087601,v,Kepler-675
Kepler-676,M1V,,,Kepler-676
Kepler-677,,,,Kepler-677
Kepler-678,,-39.209599,v,Kepler-678
Kepler-679,,-59.644501,v,Kepler-679
BD+48  2893,G1V,-20.325001,v,Kepler-68
Kepler-680,,,,Kepler-680
Kepler-681,,,,Kepler-681
Kepler-682,,,,Kepler-682
Kepler-683,,2.69343,v,Kepler-683
Kepler-684,,12.8095,v,Kepler-684
Kepler-685,K0IV,-92.42,v,Kepler-685
Kepler-686,,-48.2908,v,Kepler-686
Kepler-687,,,,Kepler-687
Kepler-688,,,,Kepler-688
Kepler-689,G5,-113.81,v,Kepler-689
Kepler-69,,-38.166302,v,Kepler-69
Kepler-690,,,,Kepler-690
Kepler-691,M1V,,,Kepler-691
Kepler-692,,13.846,v,Kepler-692
Kepler-693,,,,Kepler-693
Kepler-694,,,,Kepler-694
Kepler-695,,-23.8411,v,Kepler-695
Kepler-696,,-19.990499,v,Kepler-696
Kepler-697,,,,Kepler-697
Kepler-698,,,,Kepler-698
Kepler-7,G0,1.5,v,Kepler-7
Kepler-700,,,,Kepler-700
Kepler-701,,,,Kepler-701
Kepler-702,,-62.942799,v,Kepler-702
Kepler-703,,-20.273,v,Kepler-703
Kepler-704,,,,Kepler-704
Kepler-705,M2V,7.595,v,Kepler-705
Kepler-707,,,,Kepler-707
Kepler-708,,-13.3154,v,Kepler-708
Kepler-709,,-28.208599,v,Kepler-709
Kepler-710,,1.07801,v,Kepler-710
Kepler-711,,,,Kepler-711
Kepler-712,,,,Kepler-712
Kepler-713,,,,Kepler-713
Kepler-714,,,,Kepler-714
Kepler-715,,,,Kepler-715
Kepler-716,,10.0,v,Kepler-716
Kepler-717,,-32.325199,v,Kepler-717
Kepler-718,,,,Kepler-718
Kepler-719,,,,Kepler-719
Kepler-720,,,,Kepler-720
Kepler-721,K1,-25.819,v,Kepler-721
Kepler-722,,,,Kepler-722
Kepler-723,,-30.1255,v,Kepler-723
Kepler-724,,-6.52083,v,Kepler-724
Kepler-725,,-53.482899,v,Kepler-725
Kepler-726,,,,Kepler-726
Kepler-727,,-24.323601,v,Kepler-727
Kepler-728,,,,Kepler-728
Kepler-729,,-41.230099,v,Kepler-729
Kepler-730,,-67.116501,v,Kepler-730
Kepler-731,,,,Kepler-731
Kepler-732,M2V,-17.307301,v,Kepler-732
Kepler-733,K1,14.7616,v,Kepler-733
Kepler-734,G4,-56.1,v,Kepler-734
Kepler-735,,22.9629,v,Kepler-735
Kepler-736,,-63.119999,v,Kepler-736
Kepler-737,M1V,-4.05,v,Kepler-737
Kepler-738,G8,-61.990101,v,Kepler-738
Kepler-739,,-48.822498,v,Kepler-739
Kepler-74,G4,19.221,v,Kepler-74
Kepler-740,K1,-38.479,v,Kepler-740
Kepler-741,,-0.679999,v,Kepler-741
Kepler-742,,,,Kepler-742
Kepler-743,K0V,-3.46,v,Kepler-743
Kepler-744,G3,-4.77,v,Kepler-744
Kepler-745,G0V,-38.9062,v,Kepler-745
Kepler-746,,-49.6068,v,Kepler-746
Kepler-747,,,,Kepler-747
Kepler-748,,-49.4818,v,Kepler-748
Kepler-749,G9,-53.2,v,Kepler-749
Kepler-75,,,,Kepler-75
Kepler-750,F8,8.14,v,Kepler-750
Kepler-751,,,,Kepler-751
Kepler-752,,,,Kepler-752
Kepler-753,M0V,0.790411,v,Kepler-753
Kepler-754,,-51.5826,v,Kepler-754
Kepler-755,K2V,-43.929,v,Kepler-755
Kepler-756,K1,-3.73,v,Kepler-756
Kepler-757,,-57.0597,v,Kepler-757
Kepler-758,,2.37,v,Kepler-758
Kepler-759,G1,-47.23,v,Kepler-759
Kepler-76,,,,Kepler-76
Kepler-760,,-36.6,v,Kepler-760
Kepler-761,,,,Kepler-761
Kepler-762,,,,Kepler-762
Kepler-763,,,,Kepler-763
Kepler-764,,,,Kepler-764
Kepler-765,,,,Kepler-765
Kepler-766,,,,Kepler-766
Kepler-767,G6,15.0257,v,Kepler-767
Kepler-768,,,,Kepler-768
Kepler-769,,,,Kepler-769
Kepler-77,G5V,-23.83,v,Kepler-77
Kepler-770,,0.1382,v,Kepler-770
Kepler-771,,-21.6572,v,Kepler-771
Kepler-772,G3,-35.100601,v,Kepler-772
Kepler-773,F9,-20.2213,v,Kepler-773
Kepler-774,F5,0.540378,v,Kepler-774
Kepler-775,G7,-7.18,v,Kepler-775
Kepler-776,,,,Kepler-776
Kepler-777,M0V,,,Kepler-777
Kepler-778,,,,Kepler-778
Kepler-779,M2V,13.1426,v,Kepler-779
Kepler-78,K2.5V,-2.48,v,Kepler-78
Kepler-780,G5,-5.04,v,Kepler-780
Kepler-781,,-2.16714,v,Kepler-781
Kepler-782,G2,-67.877098,v,Kepler-782
Kepler-783,G5,-10.71,v,Kepler-783
Kepler-784,G2.5,0.17,v,Kepler-784
Kepler-785,M1V,-49.2346,v,Kepler-785
Kepler-786,K3V,-44.76,v,Kepler-786
Kepler-787,M0V,-60.877899,v,Kepler-787
Kepler-788,,-6.61095,v,Kepler-788
Kepler-789,,,,Kepler-789
Kepler-79,F5,-28.13,v,Kepler-79
Kepler-790,K1,-35.8801,v,Kepler-790
Kepler-791,F5V,-1.3,v,Kepler-791
Kepler-792,G3,16.8125,v,Kepler-792
Kepler-793,,,,Kepler-793
Kepler-794,G0,-35.475,v,Kepler-794
Kepler-795,,-35.0452,v,Kepler-795
Kepler-796,,-32.6998,v,Kepler-796
Kepler-797,,-44.1845,v,Kepler-797
Kepler-798,G3,-15.024,v,Kepler-798
Kepler-799,,,,Kepler-799
Kepler-8,F6V,-57.15,v,Kepler-8
Kepler-80,M0V,,,Kepler-80
Kepler-800,,-49.7766,v,Kepler-800
Kepler-801,M1V,9.01042,v,Kepler-801
Kepler-802,,-5.22963,v,Kepler-802
Kepler-803,G1V,-27.57,v,Kepler-803
Kepler-804,G5,-10.944,v,Kepler-804
Kepler-805,F8V,-8.86914,v,Kepler-805
Kepler-806,G4V,-64.5,v,Kepler-806
Kepler-808,K5,1.9,v,Kepler-808
Kepler-809,G8,-65.22,v,Kepler-809
Kepler-81,M0V,0.858765,v,Kepler-81
Kepler-810,,,,Kepler-810
Kepler-811,G2V,-11.91,v,Kepler-811
Kepler-812,F6V,6.55488,v,Kepler-812
Kepler-813,G3,-18.84,v,Kepler-813
Kepler-814,,,,Kepler-814
Kepler-815,G5,-36.34,v,Kepler-815
Kepler-816,K2,-28.25,v,Kepler-816
Kepler-817,F7,-44.08,v,Kepler-817
Kepler-818,,,,Kepler-818
Kepler-819,K5II,-10.48,v,Kepler-819
Kepler-82,,-44.110401,v,Kepler-82
Kepler-820,,-11.9217,v,Kepler-820
Kepler-821,K0,-10.5762,v,Kepler-821
Kepler-822,,-3.4,v,Kepler-822
Kepler-823,,,,Kepler-823
Kepler-824,G1.5IV-V,-14.18,v,Kepler-824
Kepler-825,,,,Kepler-825
Kepler-826,F5,-33.8741,v,Kepler-826
Kepler-827,,,,Kepler-827
Kepler-828,,-27.5,v,Kepler-828
Kepler-829,G8,,,Kepler-829
Kepler-83,M0V,,,Kepler-83
Kepler-830,,,,Kepler-830
Kepler-831,G5,-31.79,v,Kepler-831
Kepler-832,,,,Kepler-832
Kepler-833,M0V,,,Kepler-833
Kepler-834,M1V,-15.1978,v,Kepler-834
Kepler-835,,-25.759001,v,Kepler-835
Kepler-836,,-6.36999,v,Kepler-836
Kepler-837,,-1.45312,v,Kepler-837
Kepler-838,,2.91928,v,Kepler-838
Kepler-839,G0,10.93,v,Kepler-839
Kepler-84,,13.3534,v,Kepler-84
Kepler-841,,,,Kepler-841
Kepler-842,,,,Kepler-842
Kepler-843,,-7.87946,v,Kepler-843
Kepler-844,M0V,0.79,v,Kepler-844
Kepler-845,K3,6.06,v,Kepler-845
Kepler-846,,,,Kepler-846
Kepler-847,,,,Kepler-847
Kepler-848,G5,-42.28,v,Kepler-848
Kepler-849,G0V,-28.54,v,Kepler-849
Kepler-85,,-16.3,v,Kepler-85
Kepler-850,,,,Kepler-850
Kepler-851,,,,Kepler-851
Kepler-852,F6IV,-16.51,v,Kepler-852
Kepler-853,F5,-17.46,v,Kepler-853
Kepler-855,,,,Kepler-855
Kepler-856,,-41.417198,v,Kepler-856
Kepler-857,G5,,,Kepler-857
Kepler-858,G6,-27.7139,v,Kepler-858
Kepler-859,,,,Kepler-859
Kepler-860,,-30.993799,v,Kepler-860
Kepler-861,,-34.225101,v,Kepler-861
Kepler-862,,,,Kepler-862
Kepler-863,,,,Kepler-863
Kepler-864,,-28.921301,v,Kepler-864
Kepler-865,,,,Kepler-865
Kepler-866,,,,Kepler-866
Kepler-867,G4,-7.07,v,Kepler-867
Kepler-868,,,,Kepler-868
Kepler-869,,,,Kepler-869
Kepler-87,F9,-18.68,v,Kepler-87
Kepler-870,F9,-62.2061,v,Kepler-870
Kepler-871,,,,Kepler-871
Kepler-872,,,,Kepler-872
EM* LkCa   15,K5:Ve,17.65,v,EM* LkCa   15
HD  36112,A8Ve,,,EM* MWC  758
Kepler-873,,-8.83308,v,Kepler-873
Kepler-874,,,,Kepler-874
Kepler-875,,,,Kepler-875
Kepler-876,,,,Kepler-876
Kepler-877,,-56.841301,v,Kepler-877
Kepler-878,,-43.948299,v,Kepler-878
Kepler-879,,-53.714802,v,Kepler-879
Kepler-880,F3V,-26.1,v,Kepler-880
Kepler-881,G3,-6.82121,v,Kepler-881
Kepler-882,,9.0,v,Kepler-882
Kepler-883,F5,-22.12,v,Kepler-883
Kepler-884,G2V,-33.54,v,Kepler-884
Kepler-885,F8V,-25.05,v,Kepler-885
Kepler-886,G5,-0.66,v,Kepler-886
Kepler-887,,-5.41,v,Kepler-887
Kepler-888,G3V,-42.063599,v,Kepler-888
Kepler-889,,,,Kepler-889
Kepler-890,,,,Kepler-890
Kepler-891,,,,Kepler-891
Kepler-892,,,,Kepler-892
Kepler-893,,-41.063999,v,Kepler-893
Kepler-894,G2,-45.178501,v,Kepler-894
Kepler-895,M0V,,,Kepler-895
Kepler-896,,,,Kepler-896
Kepler-897,,,,Kepler-897
Kepler-898,M0V,-12.0198,v,Kepler-898
Kepler-899,,-39.7183,v,Kepler-899
Kepler-9,G2,2.6231,v,Kepler-9
Kepler-900,,,,Kepler-900
Kepler-901,M0V,-0.0527,v,Kepler-901
Kepler-902,,-43.968102,v,Kepler-902
Kepler-903,F9,-73.91,v,Kepler-903
Kepler-904,,,,Kepler-904
Kepler-905,G7,-18.0994,v,Kepler-905
Kepler-906,F9V,-10.05,v,Kepler-906
Kepler-907,F5V,11.4469,v,Kepler-907
Kepler-908,F9.5V,-24.88,v,Kepler-908
Kepler-909,G1.5IV-V,-27.545799,v,Kepler-909
Kepler-91,K1IV,-61.147701,v,Kepler-91
Kepler-910,F7V,-2.86,v,Kepler-910
Kepler-911,F6IV,-46.5056,v,Kepler-911
Kepler-912,,-7.3423,v,Kepler-912
Kepler-913,,-26.0268,v,Kepler-913
Kepler-914,F9,-28.21,v,Kepler-914
Kepler-915,F8,-5.07,v,Kepler-915
Kepler-916,K1,40.9,v,Kepler-916
Kepler-917,,,,Kepler-917
Kepler-918,G3,-11.27,v,Kepler-918
Kepler-919,G4,-43.57,v,Kepler-919
Kepler-92,G0IV,-40.322701,v,Kepler-92
Kepler-920,,,,Kepler-920
Kepler-921,G3,-77.54,v,Kepler-921
Kepler-922,F9,4.38,v,Kepler-922
Kepler-923,,-20.7,v,Kepler-923
Kepler-924,F8,-16.28,v,Kepler-924
Kepler-925,K5,4.04,v,Kepler-925
Kepler-926,F9,-40.37,v,Kepler-926
Kepler-927,G4,-28.19,v,Kepler-927
Kepler-928,,,,Kepler-928
Kepler-929,,-26.7152,v,Kepler-929
BD+38  3583,G5V,27.6707,v,Kepler-93
Kepler-930,G2,-14.2266,v,Kepler-930
Kepler-931,,,,Kepler-931
Kepler-932,,-53.0,v,Kepler-932
Kepler-933,,,,Kepler-933
Kepler-934,,,,Kepler-934
Kepler-935,,-54.880299,v,Kepler-935
Kepler-936,K1,-54.004101,v,Kepler-936
Kepler-937,,-41.629799,v,Kepler-937
Kepler-938,,-17.5627,v,Kepler-938
Kepler-939,,-74.416298,v,Kepler-939
Kepler-94,M0V,-50.766102,v,Kepler-94
Kepler-940,,-38.413399,v,Kepler-940
Kepler-941,,17.3965,v,Kepler-941
Kepler-942,K3V,-38.814098,v,Kepler-942
Kepler-943,,,,Kepler-943
Kepler-944,,-14.7916,v,Kepler-944
Kepler-945,,,,Kepler-945
Kepler-946,,,,Kepler-946
Kepler-947,,,,Kepler-947
Kepler-948,,-14.7193,v,Kepler-948
Kepler-949,G8,-44.28,v,Kepler-949
Kepler-95,G5V,-31.217899,v,Kepler-95
Kepler-950,,,,Kepler-950
Kepler-951,K3,-38.1926,v,Kepler-951
Kepler-952,,,,Kepler-952
Kepler-953,G3,-25.1819,v,Kepler-953
Kepler-954,K3,-21.7903,v,Kepler-954
Kepler-955,,,,Kepler-955
Kepler-956,G2V,-0.28,v,Kepler-956
Kepler-957,K3,-43.06,v,Kepler-957
Kepler-958,G5V,-0.198414,v,Kepler-958
Kepler-959,F5V,9.73353,v,Kepler-959
Kepler-96,G2V,-47.571,v,Kepler-96
Kepler-960,K4,-29.1,v,Kepler-960
Kepler-961,,14.0,v,Kepler-961
Kepler-962,G5V,-2.90969,v,Kepler-962
Kepler-963,,,,Kepler-963
Kepler-964,G5,-21.79,v,Kepler-964
Kepler-965,F6IV,-12.3592,v,Kepler-965
Kepler-966,G3,-88.877296,v,Kepler-966
Kepler-967,G8,1.6713,v,Kepler-967
Kepler-968,,-27.79,v,Kepler-968
Kepler-969,K1V,-20.990801,v,Kepler-969
Kepler-97,G0V,3.14,v,Kepler-97
Kepler-970,K5V,-36.51,v,Kepler-970
Kepler-971,G5,-25.34,v,Kepler-971
Kepler-972,,,,Kepler-972
Kepler-973,G8,-22.84,v,Kepler-973
Kepler-974,M1V,-27.9016,v,Kepler-974
Kepler-975,,-9.3675,v,Kepler-975
Kepler-976,,-10.8725,v,Kepler-976
Kepler-977,K0,-3.88717,v,Kepler-977
Kepler-978,F6IV,9.42,v,Kepler-978
Kepler-979,K1,-34.12,v,Kepler-979
Kepler-98,G7,-30.1492,v,Kepler-98
Kepler-980,,0.166589,v,Kepler-980
Kepler-981,G5,-22.937401,v,Kepler-981
Kepler-982,F5,-8.88358,v,Kepler-982
Kepler-983,G2,-14.5641,v,Kepler-983
Kepler-984,G5V,-30.44,v,Kepler-984
Kepler-985,,-20.46,v,Kepler-985
Kepler-986,G8,3.57746,v,Kepler-986
Kepler-987,,9.99141,v,Kepler-987
Kepler-988,M1V,,,Kepler-988
Kepler-989,,,,Kepler-989
Kepler-99,K4,-25.627199,v,Kepler-99
Kepler-990,G4,-41.77,v,Kepler-990
Kepler-991,,-0.360802,v,Kepler-991
Kepler-992,K3V,-20.18,v,Kepler-992
Kepler-993,M1V,,,Kepler-993
Kepler-994,M0V,15.7238,v,Kepler-994
Kepler-995,,-23.7663,v,Kepler-995
Kepler-996,G3,5.0,v,Kepler-996
Kepler-997,,-29.1677,v,Kepler-997
Kepler-998,,-22.684,v,Kepler-998
Kepler-999,F6IV,-50.902699,v,Kepler-999
CD-60  8051,M2V,1.2,v,L  168-9
L  363-38,M3V,-27.975,v,L  363-38
L   98-59,M3V,-5.88,v,L   98-59
G 268-38,M4.5V,-13.329,v,LHS  1140
G 245-61,dM3.5,,,LHS  1478
L  375-2,M2.0,,,LHS  1678
L  181-1,M2.5V,41.98,v,LHS  1815
G 107-55,M0.5V,30.65,v,LHS  1903
LP  224-38,M6Ve,-41.159,v,LHS  3154
L  119-213,,-10.642,v,LHS  3844
L   22-69,M3.5V,-10.355,v,LHS   475
G 160-62,M1V,-8.04,v,LP  714-47
LP  791-18,M6V,,,LP  791-18
LP  890-9,M6.0,,,LP  890-9
LSPM J2116+0234,M3.0V,-22.177,v,LSPM J2116+0234
BD-17   588A,M3V,-6.1,v,LTT  1445A
G 162-44,M4.0,,,LTT  3780
CD-38 15670,G7V,-10.63,v,LTT  9779
HD 201585,A8,13.9985,v,MASCARA-1
HD  85628,A3V,,,MASCARA-4
MXB 1658-298,,,,MXB 1658-298
NAME MOA-bin-29,,,,NAME MOA-bin-29
Qatar 1,,,,HIDDEN NAME Qatar-1
MOA  2007-BLG-308,GV,,,NAME OGLE-2007-BLG-368L
OGLE-2011-BLG-0251,,,,NAME OGLE-2011-BLG-0251L
OGLE-2012-BLG-0026,,132.2,v,NAME OGLE-2012-BLG-0026L
OGLE-2012-BLG-0358,,,,NAME OGLE-2012-BLG-0358L
OGLE2-TR L9,F3,,,NAME OGLE2-TR-L9
NAME Oph 11,M9+M9.5,,,NAME Oph 11
NAME Proxima Centauri,M5.5Ve,-20.578199,v,NAME Proxima Cen
NGTS-1,M0.5V,,,NGTS-1
NGTS-10,,,,NGTS-10
NGTS-11,,22.42,v,NGTS-11
NGTS-12,,-12.33,v,NGTS-12
NGTS-13,,27.445,v,NGTS-13
NGTS-14A,K1V,,,NGTS-14A
NGTS-15,G6V,,,NGTS-15
NGTS-16,G7V,,,NGTS-16
NGTS-17,G4V,,,NGTS-17
NGTS-18,G5V,,,NGTS-18
CD-30 11338,F5V,-26.04,v,NGTS-2
NGTS-20,,12.28,v,NGTS-20
UCAC3 110-455458,,,,NGTS-21
NGTS-23,,,,NGTS-23
NGTS-24,,-14.75,v,NGTS-24
NGTS-25,,-24.09,v,NGTS-25
2MASS J14304401-3143566,,-28.24,v,NGTS-26
TOI-3218,,-25.51,v,NGTS-27
NGTS-30,,45.334999,v,NGTS-30
NGTS-31,,19.87,v,NGTS-31
NGTS-32,,-77.13,v,NGTS-32
NGTS-33,,18.93,v,NGTS-33
NGTS-4,,110.615997,v,NGTS-4
NGTS-5,K2V,,,NGTS-5
NGTS-6,,,,NGTS-6
NGTS-8,,,,NGTS-8
NGTS-9,,38.79,v,NGTS-9
V* V1828 Aql,sdOB+dM,12.1,v,NSVS  14256825
OGLE-TR  10,G2V,,,OGLE-TR  10
OGLE-TR 111,G,,,OGLE-TR 111
OGLE-TR 113,K,,,OGLE-TR 113
OGLE-TR 132,F,,,OGLE-TR 132
OGLE-TR 182,,,,OGLE-TR 182
OGLE-TR 211,,,,OGLE-TR 211
OGLE-TR  56,,,,OGLE-TR  56
CD-40  8434,K7IVe,3.13,v,PDS  70
Kepler-64,F0,-18.35,v,PH 1
Kepler-86,F9,-23.91,v,PH 2
POTS-1,K5V,,,POTS-1
PSR B0329+54,,,,PSR B0329+54
PSR B1257+12,,,,PSR B1257+12
PSR B1620-26,,,,PSR B1620-26
PSR J1719-14,,,,PSR J1719-1438
PSR J2322-2650,,,,PSR J2322-2650
Ross  128,dM4,-30.66,v,Ross  128
Ross  176,K5,-48.62,v,Ross  176
BD+13  2618,M0V,-12.52,v,Ross  458
Ross  508,dM5.0,42.989,v,Ross  508
ROXs 12,M0.0e,-8.0,v,ROXs 12
ROXs 42B,M0,1.13,v,ROXs 42B
SWEEPS 11,,,,SWEEPS 11
SWEEPS  4,,,,SWEEPS  4
V* V1069 Tau,K7e,14.33,v,TAP 26
TCP J05074264+2447555,F5,6.423,v,TCP J05074264+2447555
TYC 2474-907-1,F8V,-2.877,v,TIC 139270665
TOI-2179,,29.889999,v,TIC 237913194
TYC 3764-2534-1,,-11.25,v,TIC 241249530
TOI-4138,,-11.17,v,TIC 257060897
TYC 5881-551-1,,15.45,v,TIC 279401253
2MASS J20232153+5423395,,-1.55,v,TIC 365102760
BD+03  4397A,G0,0.57,v,TIC 393818343
TYC 1314-1161-1,,24.06,v,TIC 434398831
2MASS J05352856-1435504,,102.83,v,TIC 46432937
TYC 5288-103-1,,33.14,v,TIC 4672985
UCAC4 296-080560,,-2.73,v,TIC 88785435
HD  61051,G8V,46.465,v,TOI-1011
HD 212729,G0V,55.14,v,TOI-1052
HD 190622,G0V,-10.94,v,TOI-1054
V* NN Ser,DAO1+M4,,,V* NN Ser
V* NY Vir,sdB1VIIHe1,-70.38,v,V* NY Vir
V* PZ Tel,G9IV,-3.59,v,V* PZ Tel
V* RR Cae,DA7.8,,,V* RR Cae
CD-78    83,K0,-4.52,v,TOI-1062
CD-47 13059,,20.7,v,TOI-1064
TOI-1075,,31.604756,v,TOI-1075
SIPS J1825-5212,,,,TOI-1080
CD-81   373,,41.57,v,TOI-1107
TOI-1117,G5V,-24.73,v,TOI-1117
TOI-1130,,-8.01,v,TOI-1130
BD+85   211,G0,-21.27,v,TOI-1135
BD+65   902,G5,6.91,v,TOI-1136
TOI-1173,G9V,-45.66,v,TOI-1173
TOI-1174,,-9.57,v,TOI-1174
TOI-1180,,-36.2,v,TOI-1180
BD+63  1565,,-28.05,v,TOI-1181
TOI-1184,,-17.76,v,TOI-1184
TOI-1194,,-52.34,v,TOI-1194
TOI-1199,,-18.59,v,TOI-1199
PM J02489-1432W,M2.0,32.37,v,TOI-1201
HD  97507,G3V,72.67,v,TOI-1203
WT 880,,-72.4,v,TOI-122
CD-65   503,,17.9451,v,TOI-1221
TOI-1224,,15.6,v,TOI-1224
TOI-1227,M4.5V,,,TOI-1227
CPD-83   200,G0,67.22,v,TOI-1230
L  248-27,M3,70.48,v,TOI-1231
LSPM J1008+6916,M0.5V,-27.75,v,TOI-1235
TOI-1238,M0.0,-17.93,v,TOI-1238
LSPM J0902+7138,,-0.54,v,TOI-1243
TOI-1244,,-33.7274,v,TOI-1244
TOI-1246,,-37.6889,v,TOI-1246
TOI-1248,,-32.9909,v,TOI-1248
TOI-1249,,-11.01,v,TOI-1249
TOI-125,,11.78,v,TOI-125
LP   62-217,,-17.25,v,TOI-1260
PM J13119+6550,M3,-41.88,v,TOI-1266
TOI-1268,,3.79,v,TOI-1268
TOI-1269,,-33.7741,v,TOI-1269
TOI-1272,K1,2.55,v,TOI-1272
TOI-1273,,-43.56,v,TOI-1273
TOI-1278,M0V,-29.59,v,TOI-1278
LP  130-268,,30.67,v,TOI-1279
HD  36481,G2V,11.35,v,TOI-128
TOI-1288,,-67.98,v,TOI-1288
TOI-1294,,-94.62,v,TOI-1294
TOI-1295,,-18.2,v,TOI-1295
TOI-1296,,25.22,v,TOI-1296
TOI-1298,,-55.47,v,TOI-1298
TOI-1301,,-24.3061,v,TOI-1301
CD-44 14956,G8V,-19.9,v,TOI-132
TOI-1333,,-15.16,v,TOI-1333
TOI-1346,,-16.31,v,TOI-1346
TOI-1347,,-16.1555,v,TOI-1347
TOI-1386,G5V,-23.51,v,TOI-1386
CD-35 15313,K5V,9.687,v,TOI-139
BD+72   969,F8V,-11.4,v,TOI-1408
TOI-1410,,2.17,v,TOI-1410
V* FN Boo,K6V,13.67,v,TOI-1411
BD+42  2504,,1.02,v,TOI-1416
TOI-1420,,-10.07,v,TOI-1420
BD+38  5036,,-25.84,v,TOI-1422
HD 201033,Am,-13.0,v,TOI-1431
HD 154840,G5,-22.1689,v,TOI-1437
TOI-1438,K0V,-29.45,v,TOI-1438
TOI-1439,,-32.38,v,TOI-1439
G 261-1,dM4.0,-21.4683,v,TOI-1442
TOI-1443,,-0.89,v,TOI-1443
TOI-1444,,-32.57,v,TOI-1444
TOI-1448,M3V,-25.84,v,TOI-1448
BD+62  1237,G5,-40.73,v,TOI-1451
TOI-1452,M4.5,-34.3406,v,TOI-1452
TOI-1453,,-4.09,v,TOI-1453
LP  151-22,M2V,-25.42,v,TOI-1467
LSPM J0106+1913,M3.0V,,,TOI-1468
TOI-1470,M1.5,3.54,v,TOI-1470
TOI-1472,,-13.53,v,TOI-1472
TOI-1478,,21.16,v,TOI-1478
TOI-150,,6.86509,v,TOI-150
TOI-1516,,,,TOI-1516
BD+66  1610,F0,,,TOI-1518
TOI-157,G9IV,-8.1829,v,TOI-157
Cl* NGC 1039      W       3,G3,-7.8,v,TOI-1601
HD 271181,F5,21.111,v,TOI-163
BD+74  1020,G5,17.68,v,TOI-1630
PM J03455+3706,M3V,-12.92,v,TOI-1634
TOI-1648,,-32.01,v,TOI-1648
BD+82   553,G5,0.42,v,TOI-1659
BD+82    71,G5,-16.88,v,TOI-1669
BD+72   779,,-10.09,v,TOI-1670
TOI-1680,,-45.58,v,TOI-1680
HD 283636,K0,38.4,v,TOI-1683
PM J04343+4302,M2V,-43.442699,v,TOI-1685
TOI-169,,43.4,v,TOI-169
BD+86   279,G8,-56.97,v,TOI-1691
TOI-1693,M2.5V,-12.25,v,TOI-1693
TOI-1694,,-22.39,v,TOI-1694
PM J01276+7217,,-60.38,v,TOI-1695
TOI-1696,M4V,,,TOI-1696
BD+76   227,G5,-39.4,v,TOI-1710
HD 237566,G5,-3.96,v,TOI-1716
CD-27 15244,,-5.89,v,TOI-172
BD+68   495,G5,-25.52,v,TOI-1723
PM J08024+6447,,-43.22,v,TOI-1728
BD+68   202,G5,-25.34,v,TOI-1736
LP    8-221,,-26.39,v,TOI-1739
HD 156141,K0,-31.08,v,TOI-1742
LP   43-401,dM4.0,,,TOI-1743
BD+60  1982,F8,-10.16,v,TOI-1744
TOI-1749,,-3.5449,v,TOI-1749
HD 146757,G0,-46.02,v,TOI-1751
TOI-1753,,-18.5341,v,TOI-1753
TOI-1758,,-28.18,v,TOI-1758
LSPM J2147+6245,M0.0V,-61.33,v,TOI-1759
TOI-1768,G1,5.56,v,TOI-1768
BD+35  2144,G4,-9.38118,v,TOI-1772
HD  85426,G4,-53.594,v,TOI-1774
TOI-1775,,-15.0,v,TOI-1775
HD  95072,G4V,-24.445,v,TOI-1776
HD  87620,G5,-9.68,v,TOI-1777
WT 2353,,57.38,v,TOI-178
TOI-1782,,4.04,v,TOI-1782
HD  82139,K0,-40.65,v,TOI-1789
BD+49  2224,G7,-31.48,v,TOI-1794
TOI-1798,,25.614401,v,TOI-1798
HD  96735,F8,28.71,v,TOI-1799
LP  375-23,M0.5V,-0.11,v,TOI-1801
TOI-1803,K0,2.34247,v,TOI-1803
LSPM J1104+3027,M3.0,,,TOI-1806
BD+39  2643,K8V,-7.14,v,TOI-1807
CD-35 15805,,-4.77,v,TOI-181
Cl* Melotte  111     AV    2291,,10.43,v,TOI-1811
TOI-1820,,-22.5,v,TOI-1820
BD+64   928,G,-9.1,v,TOI-1823
BD+62  1281,F8,9.88,v,TOI-1824
HD 148193,K0,-49.45,v,TOI-1836
TOI-1842,G1,3.83,v,TOI-1842
LP  138-33,,-22.38,v,TOI-1846
TOI-1853,K2.5V,-26.64,v,TOI-1853
TOI-1855,,-33.53,v,TOI-1855
TOI-1859,,-19.82,v,TOI-1859
HD 134319,G5V:,-6.362,v,TOI-1860
TOI-1883,,1.04,v,TOI-1883
HD  83342,F5,-6.01,v,TOI-1898
TOI-1899,M0.5V,-28.95,v,TOI-1899
CD-27    16,M0V,20.37,v,TOI-198
CD-60  1144,,50.852001,v,TOI-199
HD 298656,A5,,,TOI-1994
CPD-66  1066,,8.3,v,TOI-2000
CD-42  6609,,,,TOI-2005
HD  39474,F7V,17.5086,v,TOI-201
BD+53  2248,F0,-15.25,v,TOI-2010
TOI-2015,M4,-33.43,v,TOI-2015
BD+29  2654,K4/5V,-25.617,v,TOI-2018
BD+49  2411,,-22.06,v,TOI-2019
TOI-2025,,1.96,v,TOI-2025
TOI-2046,,,,TOI-2046
TOI-2048,G9,-8.78,v,TOI-2048
TOI-206,,7.0224,v,TOI-206
G 197-57,,11.96,v,TOI-2068
BD+40  2790,K0,-12.5062,v,TOI-2076
TOI-2081,M1,-52.79,v,TOI-2081
TOI-2084,M2,-17.94,v,TOI-2084
TOI-2088,,-28.4,v,TOI-2088
TOI-2093,K5,15.0,v,TOI-2093
TOI-2094,,-24.9728,v,TOI-2094
