main_id,sp_type,rvz_radvel,rvz_type,query_id
Kepler-1356,,,,Kepler-1356
Kepler-1357,,,,Kepler-1357
Kepler-1358,G9,4.95,v,Kepler-1358
Kepler-1359,,,,Kepler-1359
Kepler-136,F5V,-38.189999,v,Kepler-136
Kepler-1360,F5IV,-32.2,v,Kepler-1360
Kepler-1361,K2,-33.8657,v,Kepler-1361
Kepler-1362,,,,Kepler-1362
Kepler-1363,K4,-10.1931,v,Kepler-1363
Kepler-1364,F0,-1.86693,v,Kepler-1364
Kepler-1365,G3,-36.140499,v,Kepler-1365
Kepler-1366,M0V,,,Kepler-1366
Kepler-1367,M0V,-23.675699,v,Kepler-1367
Kepler-1368,,,,Kepler-1368
Kepler-1369,,,,Kepler-1369
Kepler-137,,-30.07,v,Kepler-137
Kepler-1370,F6IV,-12.48,v,Kepler-1370
Kepler-1371,G5,-25.7607,v,Kepler-1371
Kepler-1372,,,,Kepler-1372
Kepler-1373,,-7.124,v,Kepler-1373
Kepler-1374,,,,Kepler-1374
Kepler-1375,F5V,-21.54,v,Kepler-1375
Kepler-1376,,,,Kepler-1376
Kepler-1377,,-51.395901,v,Kepler-1377
Kepler-1378,,-25.408,v,Kepler-1378
Kepler-1379,,-20.76,v,Kepler-1379
Kepler-138,M1V,-36.563,v,Kepler-138
Kepler-1380,,,,Kepler-1380
Kepler-1381,,,,Kepler-1381
Kepler-1382,,-40.4,v,Kepler-1382
Kepler-1383,F6,24.2314,v,Kepler-1383
Kepler-1384,,,,Kepler-1384
Kepler-1385,F9,-11.1195,v,Kepler-1385
Kepler-1386,,,,Kepler-1386
Kepler-1387,,-0.032596,v,Kepler-1387
Kepler-1388,M0V,,,Kepler-1388
Kepler-1389,,17.4981,v,Kepler-1389
Kepler-139,G8IV-V,-27.910801,v,Kepler-139
Kepler-1390,G6,-62.74,v,Kepler-1390
Kepler-1391,G0IV,-12.2824,v,Kepler-1391
Kepler-1392,,-36.4604,v,Kepler-1392
Kepler-1393,G7,-3.51,v,Kepler-1393
Kepler-1394,F4,15.7334,v,Kepler-1394
Kepler-1395,G0,-11.97,v,Kepler-1395
Kepler-1396,,10.7845,v,Kepler-1396
Kepler-1397,,-27.3,v,Kepler-1397
Kepler-1398,G2,-30.9482,v,Kepler-1398
Kepler-1399,,,,Kepler-1399
Kepler-14,F8IV,7.56957,v,Kepler-14
Kepler-140,F8V,-28.52,v,Kepler-140
Kepler-1400,,-36.5369,v,Kepler-1400
Kepler-1401,,,,Kepler-1401
Kepler-1402,G5,-85.82,v,Kepler-1402
Kepler-1403,,,,Kepler-1403
Kepler-1404,,-21.7237,v,Kepler-1404
Kepler-1405,,,,Kepler-1405
Kepler-1406,G1,-6.05,v,Kepler-1406
Kepler-1407,G0,-7.41,v,Kepler-1407
Kepler-1408,G0V,-29.04,v,Kepler-1408
Kepler-1409,K0,-24.83,v,Kepler-1409
Kepler-141,K3V,-19.33,v,Kepler-141
Kepler-1410,M1V,1.07234,v,Kepler-1410
Kepler-1411,,,,Kepler-1411
Kepler-1412,G2V,-6.43,v,Kepler-1412
Kepler-1413,,,,Kepler-1413
Kepler-1414,,,,Kepler-1414
Kepler-1415,,-27.1,v,Kepler-1415
Kepler-1416,G3,-84.01,v,Kepler-1416
Kepler-1417,G0,-21.53,v,Kepler-1417
Kepler-1418,,,,Kepler-1418
Kepler-1419,,,,Kepler-1419
Kepler-142,,-49.27,v,Kepler-142
Kepler-1420,,,,Kepler-1420
Kepler-1421,F7V,-56.23,v,Kepler-1421
Kepler-1422,,,,Kepler-1422
Kepler-1423,K3,1.64,v,Kepler-1423
Kepler-1424,G1.5Vb,-15.84,v,Kepler-1424
Kepler-1425,F9,-80.83,v,Kepler-1425
Kepler-1426,,,,Kepler-1426
Kepler-1427,,-46.4734,v,Kepler-1427
Kepler-1428,F5,3.43216,v,Kepler-1428
Kepler-1429,,,,Kepler-1429
Kepler-143,G2,-32.28,v,Kepler-143
Kepler-1430,,,,Kepler-1430
Kepler-1431,F9,-46.76,v,Kepler-1431
Kepler-1432,,-0.721159,v,Kepler-1432
Kepler-1433,,,,Kepler-1433
Kepler-1434,,-24.3743,v,Kepler-1434
Kepler-1435,F6IV,-14.18,v,Kepler-1435
Kepler-1436,F7,-50.79,v,Kepler-1436
Kepler-1437,,,,Kepler-1437
Kepler-1438,,,,Kepler-1438
Kepler-1439,M1V,,,Kepler-1439
Kepler-144,F9IV-V,-1.36,v,Kepler-144
Kepler-1440,,-74.0,v,Kepler-1440
Kepler-1441,,-43.391201,v,Kepler-1441
Kepler-1442,F7,12.22,v,Kepler-1442
Kepler-1443,,5.28,v,Kepler-1443
Kepler-1444,G2V,-29.948,v,Kepler-1444
Kepler-1445,G0V,-22.22,v,Kepler-1445
Kepler-1446,,-31.151199,v,Kepler-1446
Kepler-1447,,,,Kepler-1447
Kepler-1448,G5,-45.54,v,Kepler-1448
Kepler-1449,,,,Kepler-1449
Kepler-145,G1V,-25.6968,v,Kepler-145
Kepler-1450,,-9.50098,v,Kepler-1450
Kepler-1451,,,,Kepler-1451
Kepler-1452,,-45.7052,v,Kepler-1452
Kepler-1453,,,,Kepler-1453
Kepler-1454,,,,Kepler-1454
Kepler-1455,M0V,-3.88013,v,Kepler-1455
Kepler-1456,,,,Kepler-1456
Kepler-1457,,-39.1,v,Kepler-1457
Kepler-1458,G7,-24.35,v,Kepler-1458
Kepler-1459,,,,Kepler-1459
Kepler-146,G3,13.56,v,Kepler-146
Kepler-1460,,-16.9126,v,Kepler-1460
Kepler-1461,,,,Kepler-1461
Kepler-1462,,,,Kepler-1462
Kepler-1463,,,,Kepler-1463
Kepler-1464,,-25.4415,v,Kepler-1464
Kepler-1465,,,,Kepler-1465
Kepler-1466,G3,-97.94,v,Kepler-1466
Kepler-1467,,-11.6662,v,Kepler-1467
Kepler-1468,,10.7483,v,Kepler-1468
Kepler-1469,,,,Kepler-1469
Kepler-147,G0,-1.0952,v,Kepler-147
Kepler-1470,,,,Kepler-1470
Kepler-1471,F9,-34.89,v,Kepler-1471
Kepler-1472,,6.46472,v,Kepler-1472
Kepler-1473,G0V,-33.93,v,Kepler-1473
Kepler-1474,,-22.535,v,Kepler-1474
Kepler-1475,,,,Kepler-1475
Kepler-1476,,-40.585602,v,Kepler-1476
Kepler-1477,,,,Kepler-1477
Kepler-1478,,,,Kepler-1478
Kepler-1479,,-100.2,v,Kepler-1479
Kepler-148,,-17.173,v,Kepler-148
Kepler-1480,K3,-6.43,v,Kepler-1480
Kepler-1481,K3,-10.75,v,Kepler-1481
Kepler-1482,G7,-30.79,v,Kepler-1482
Kepler-1483,,,,Kepler-1483
Kepler-1484,,1.16818,v,Kepler-1484
Kepler-1485,,-12.1,v,Kepler-1485
Kepler-1486,,,,Kepler-1486
Kepler-1487,F5,9.86,v,Kepler-1487
Kepler-1488,G0V,-10.63,v,Kepler-1488
Kepler-1489,,,,Kepler-1489
Kepler-149,K0V,-6.3271,v,Kepler-149
Kepler-1490,,,,Kepler-1490
Kepler-1491,,-14.4036,v,Kepler-1491
Kepler-1492,,,,Kepler-1492
Kepler-1493,G3,-43.94,v,Kepler-1493
Kepler-1494,,,,Kepler-1494
Kepler-1495,,-28.7202,v,Kepler-1495
Kepler-1496,,-0.920724,v,Kepler-1496
Kepler-1497,,,,Kepler-1497
Kepler-1498,,-22.362101,v,Kepler-1498
Kepler-1499,K3,-28.41,v,Kepler-1499
Kepler-15,G8IV-V,-19.743999,v,Kepler-15
Kepler-150,,-18.2,v,Kepler-150
Kepler-1500,,,,Kepler-1500
Kepler-1501,,-50.6,v,Kepler-1501
Kepler-1502,,,,Kepler-1502
Kepler-1503,,-40.165901,v,Kepler-1503
Kepler-1504,F9,-2.02,v,Kepler-1504
Kepler-1505,G0.5V,-53.77,v,Kepler-1505
Kepler-1506,,,,Kepler-1506
Kepler-1507,G5,-27.919901,v,Kepler-1507
Kepler-1508,,13.3753,v,Kepler-1508
Kepler-1509,,,,Kepler-1509
Kepler-151,,10.0654,v,Kepler-151
Kepler-1510,,,,Kepler-1510
Kepler-1511,F5V,0.34,v,Kepler-1511
Kepler-1512,M3V,-18.8764,v,Kepler-1512
Kepler-1513,K0V,-11.47,v,Kepler-1513
Kepler-1514,F7V,-27.242599,v,Kepler-1514
Kepler-1515,F6V,-44.77,v,Kepler-1515
Kepler-1516,,,,Kepler-1516
Kepler-1517,F0,-50.59,v,Kepler-1517
Kepler-1518,F0,-20.06,v,Kepler-1518
Kepler-1519,G2,-83.204803,v,Kepler-1519
Kepler-152,,-6.29,v,Kepler-152
Kepler-1520,,,,Kepler-1520
Kepler-1521,K1,-21.9662,v,Kepler-1521
Kepler-1522,F9,-52.59,v,Kepler-1522
Kepler-1523,,-29.9459,v,Kepler-1523
Kepler-1524,G3,-26.27,v,Kepler-1524
Kepler-1525,G4V,-18.79,v,Kepler-1525
Kepler-1526,K5,-7.519,v,Kepler-1526
Kepler-1527,,,,Kepler-1527
Kepler-1528,,-26.5811,v,Kepler-1528
Kepler-1529,,,,Kepler-1529
Kepler-153,,15.85,v,Kepler-153
Kepler-1530,G7,-35.860199,v,Kepler-1530
Kepler-1531,F9,-18.5495,v,Kepler-1531
Kepler-1532,,13.1636,v,Kepler-1532
Kepler-1533,F6V,-20.36,v,Kepler-1533
Kepler-1534,,,,Kepler-1534
Kepler-1535,,-43.9052,v,Kepler-1535
Kepler-1536,K7,-80.75,v,Kepler-1536
Kepler-1537,,,,Kepler-1537
Kepler-1538,,-56.2999,v,Kepler-1538
Kepler-1539,,-27.4118,v,Kepler-1539
Kepler-154,G6,-8.75,v,Kepler-154
Kepler-1540,K7,-35.4,v,Kepler-1540
Kepler-1541,G5,-132.64,v,Kepler-1541
Kepler-1542,G5V,-8.14,v,Kepler-1542
Kepler-1543,F3V,-12.59,v,Kepler-1543
Kepler-1544,K3,-18.518,v,Kepler-1544
Kepler-1545,G8,-38.14,v,Kepler-1545
Kepler-1546,,-26.5572,v,Kepler-1546
Kepler-1547,G1,-2.04,v,Kepler-1547
Kepler-1548,,,,Kepler-1548
Kepler-1549,,-44.4841,v,Kepler-1549
Kepler-155,M0V,-17.64,v,Kepler-155
Kepler-1550,,-22.7356,v,Kepler-1550
Kepler-1551,,,,Kepler-1551
Kepler-1552,,-15.4265,v,Kepler-1552
Kepler-1553,,6.32596,v,Kepler-1553
Kepler-1554,,,,Kepler-1554
Kepler-1555,,-71.335899,v,Kepler-1555
Kepler-1556,G5V,-26.73,v,Kepler-1556
Kepler-1557,,-11.0304,v,Kepler-1557
Kepler-1558,K2,-24.976601,v,Kepler-1558
Kepler-1559,,-85.465302,v,Kepler-1559
Kepler-156,,-25.4438,v,Kepler-156
Kepler-1560,G5,-16.359501,v,Kepler-1560
Kepler-1561,,,,Kepler-1561
Kepler-1562,,-25.9863,v,Kepler-1562
Kepler-1563,G2V,-44.74,v,Kepler-1563
Kepler-1564,,,,Kepler-1564
Kepler-1565,,-26.3399,v,Kepler-1565
Kepler-1566,,,,Kepler-1566
Kepler-1567,,-149.5871,v,Kepler-1567
Kepler-1568,G3,-49.787201,v,Kepler-1568
Kepler-1569,F5V,-15.4593,v,Kepler-1569
Kepler-157,G3,-39.721199,v,Kepler-157
Kepler-1570,,-73.9,v,Kepler-1570
Kepler-1571,F9,-6.98,v,Kepler-1571
Kepler-1572,F8,-51.15,v,Kepler-1572
Kepler-1573,,,,Kepler-1573
Kepler-1574,,,,Kepler-1574
Kepler-1575,,,,Kepler-1575
Kepler-1576,G8V,-26.63,v,Kepler-1576
Kepler-1577,,,,Kepler-1577
Kepler-1578,,-154.677002,v,Kepler-1578
Kepler-1579,,3.53158,v,Kepler-1579
Kepler-158,,-29.44,v,Kepler-158
Kepler-1580,F8IV,-9.01,v,Kepler-1580
Kepler-1581,G0,-8.3258,v,Kepler-1581
Kepler-1582,M4V,-12.673,v,Kepler-1582
Kepler-1583,G5V,-75.071503,v,Kepler-1583
Kepler-1584,,,,Kepler-1584
Kepler-1585,,,,Kepler-1585
Kepler-1586,F5,-41.51,v,Kepler-1586
Kepler-1587,G2,-37.5,v,Kepler-1587
Kepler-1588,G0V,-19.4142,v,Kepler-1588
Kepler-1589,,,,Kepler-1589
Kepler-159,M0V,-0.9449,v,Kepler-159
Kepler-1590,G2,-24.9,v,Kepler-1590
Kepler-1591,,,,Kepler-1591
Kepler-1592,,,,Kepler-1592
Kepler-1593,,,,Kepler-1593
Kepler-1594,,,,Kepler-1594
Kepler-1595,,,,Kepler-1595
Kepler-1596,,,,Kepler-1596
Kepler-1597,,7.8,v,Kepler-1597
Kepler-1598,G5,8.66038,v,Kepler-1598
Kepler-1599,,,,Kepler-1599
Kepler-16,K7V,-32.36,v,Kepler-16
Kepler-160,G5,-21.71,v,Kepler-160
Kepler-1600,,-57.983898,v,Kepler-1600
Kepler-1601,,-15.8178,v,Kepler-1601
Kepler-1602,F2,-20.45,v,Kepler-1602
Kepler-1603,,,,Kepler-1603
Kepler-1604,,-37.261398,v,Kepler-1604
Kepler-1605,G7,-42.232399,v,Kepler-1605
Kepler-1606,,,,Kepler-1606
Kepler-1607,F9IV-V,-16.97,v,Kepler-1607
Kepler-1608,,,,Kepler-1608
Kepler-1609,,,,Kepler-1609
Kepler-161,,-28.56,v,Kepler-161
Kepler-1610,,20.500799,v,Kepler-1610
Kepler-1611,,-59.162998,v,Kepler-1611
Kepler-1612,,,,Kepler-1612
Kepler-1613,,-27.9,v,Kepler-1613
Kepler-1614,,,,Kepler-1614
Kepler-1615,,,,Kepler-1615
Kepler-1616,F7V,25.1196,v,Kepler-1616
Kepler-1617,F9,-9.09964,v,Kepler-1617
Kepler-1618,F5,-21.502501,v,Kepler-1618
Kepler-1619,G2V,-16.683901,v,Kepler-1619
Kepler-162,,-11.6,v,Kepler-162
Kepler-1620,F9IV-V,-35.62,v,Kepler-1620
Kepler-1621,,,,Kepler-1621
Kepler-1622,F6IV,-21.87,v,Kepler-1622
Kepler-1623,,,,Kepler-1623
Kepler-1624,M1.5,-17.1278,v,Kepler-1624
Kepler-1625,,,,Kepler-1625
Kepler-1626,,16.2944,v,Kepler-1626
Kepler-1627,G2V,-29.77,v,Kepler-1627
Kepler-1628,,,,Kepler-1628
Kepler-1629,F9,-15.3,v,Kepler-1629
Kepler-163,G7,-18.8377,v,Kepler-163
Kepler-1630,,,,Kepler-1630
Kepler-1631,,,,Kepler-1631
Kepler-1632,G1V,-56.53,v,Kepler-1632
Kepler-1633,F7,-50.59,v,Kepler-1633
Kepler-1634,,-20.8314,v,Kepler-1634
Kepler-1635,,-1.60818,v,Kepler-1635
Kepler-1636,F9,-34.69,v,Kepler-1636
Kepler-1637,,,,Kepler-1637
Kepler-1638,,-93.687103,v,Kepler-1638
Kepler-1639,,,,Kepler-1639
Kepler-164,,12.133,v,Kepler-164
Kepler-1640,,,,Kepler-1640
Kepler-1641,,-52.3402,v,Kepler-1641
Kepler-1642,,,,Kepler-1642
Kepler-1643,,,,Kepler-1643
Kepler-1644,G4,-6.59,v,Kepler-1644
Kepler-1645,,,,Kepler-1645
Kepler-1646,M4Ve,,,Kepler-1646
Kepler-1647,F5,32.24,v,Kepler-1647
Kepler-1649,M5V,,,Kepler-1649
Kepler-165,,-23.12,v,Kepler-165
Kepler-1650,M3V,,,Kepler-1650
Kepler-1651,M2V,5.68433,v,Kepler-1651
Kepler-1652,M2V,-1.96836,v,Kepler-1652
Kepler-1653,,-10.9309,v,Kepler-1653
Kepler-1654,G2V,-76.87,v,Kepler-1654
Kepler-1655,F5,-39.861698,v,Kepler-1655
Kepler-1656,G6V,-39.138199,v,Kepler-1656
Kepler-166,K1,-60.67,v,Kepler-166
Kepler-1661,K1,-8.08,v,Kepler-1661
Kepler-1663,M1V,,,Kepler-1663
Kepler-1664,G4V,2.0,v,Kepler-1664
Kepler-1665,K1.5IV,-21.8,v,Kepler-1665
Kepler-1666,,,,Kepler-1666
Kepler-1667,F8V,-1.59,v,Kepler-1667
Kepler-1668,,,,Kepler-1668
Kepler-1669,M0V,-51.0997,v,Kepler-1669
Kepler-167,K3,-29.4709,v,Kepler-167
Kepler-1670,,,,Kepler-1670
Kepler-1671,A9V,-16.7978,v,Kepler-1671
Kepler-1672,F6V,-4.1031,v,Kepler-1672
Kepler-1673,G0,-22.0,v,Kepler-1673
Kepler-1674,,-17.9571,v,Kepler-1674
Kepler-1675,,-52.9,v,Kepler-1675
Kepler-1676,,,,Kepler-1676
Kepler-1677,F6IV,-36.1,v,Kepler-1677
Kepler-1678,,21.748699,v,Kepler-1678
Kepler-1679,,-51.993198,v,Kepler-1679
Kepler-168,,,,Kepler-168
Kepler-1680,,-50.1768,v,Kepler-1680
Kepler-1681,G2V,-3.6,v,Kepler-1681
Kepler-1682,G8V,-0.2,v,Kepler-1682
Kepler-1683,,,,Kepler-1683
Kepler-1684,,-23.866699,v,Kepler-1684
Kepler-1685,,,,Kepler-1685
Kepler-1686,,-35.759701,v,Kepler-1686
Kepler-1687,,,,Kepler-1687
Kepler-1688,,4.9,v,Kepler-1688
Kepler-1689,,-22.0369,v,Kepler-1689
Kepler-169,,-38.99,v,Kepler-169
Kepler-1690,,,,Kepler-1690
Kepler-1691,,,,Kepler-1691
Kepler-1692,,-26.316401,v,Kepler-1692
Kepler-1693,,,,Kepler-1693
Kepler-1694,,,,Kepler-1694
Kepler-1695,,-51.636799,v,Kepler-1695
Kepler-1696,,,,Kepler-1696
Kepler-1697,K1.5IV,-25.26,v,Kepler-1697
Kepler-1698,,10.55,v,Kepler-1698
Kepler-1699,,,,Kepler-1699
Kepler-17,G5V,-33.23,v,Kepler-17
Kepler-170,G7,-38.76,v,Kepler-170
Kepler-1700,,13.3477,v,Kepler-1700
Kepler-1701,,,,Kepler-1701
Kepler-1702,,-3.88759,v,Kepler-1702
Kepler-1704,,-20.8,v,Kepler-1704
Kepler-1705,,,,Kepler-1705
Kepler-1708,,,,Kepler-1708
Kepler-1709,,-33.627701,v,Kepler-1709
Kepler-171,,-50.3453,v,Kepler-171
Kepler-1710,,10.906,v,Kepler-1710
Kepler-1711,,-7.5159,v,Kepler-1711
Kepler-1712,M1V,-4.83,v,Kepler-1712
Kepler-1713,F6IV,-11.2514,v,Kepler-1713
Kepler-1714,F7V,-16.024,v,Kepler-1714
Kepler-1715,G0,-35.133598,v,Kepler-1715
Kepler-1716,K3,19.42,v,Kepler-1716
Kepler-1717,F5V,-7.79962,v,Kepler-1717
Kepler-1718,G0.5V,5.31799,v,Kepler-1718
Kepler-1719,,-22.4765,v,Kepler-1719
Kepler-172,G8,-30.79,v,Kepler-172
Kepler-1720,,29.46,v,Kepler-1720
Kepler-1721,,-11.1015,v,Kepler-1721
Kepler-1722,,4.0355,v,Kepler-1722
Kepler-1723,,-21.074499,v,Kepler-1723
Kepler-1724,,,,Kepler-1724
Kepler-1725,,-38.2,v,Kepler-1725
Kepler-1726,,-30.753,v,Kepler-1726
Kepler-1727,,-59.975498,v,Kepler-1727
Kepler-1728,,-42.7301,v,Kepler-1728
Kepler-1729,M0V,,,Kepler-1729
Kepler-173,,14.2,v,Kepler-173
Kepler-1730,,,,Kepler-1730
Kepler-1731,K3,-26.712601,v,Kepler-1731
Kepler-1732,G0.5V,-15.5166,v,Kepler-1732
Kepler-1733,F5V,-10.6,v,Kepler-1733
Kepler-1734,,-37.5485,v,Kepler-1734
Kepler-1735,M0V,,,Kepler-1735
Kepler-1736,,,,Kepler-1736
Kepler-1737,,,,Kepler-1737
Kepler-1738,,,,Kepler-1738
Kepler-1739,,-23.84,v,Kepler-1739
Kepler-174,K5,-101.06,v,Kepler-174
Kepler-1740,G6V,-36.4,v,Kepler-1740
Kepler-1741,M1V,-76.042999,v,Kepler-1741
Kepler-1742,,-24.920401,v,Kepler-1742
Kepler-1743,G1.5V,-54.89,v,Kepler-1743
Kepler-1744,,-11.7801,v,Kepler-1744
Kepler-1745,,-14.3166,v,Kepler-1745
Kepler-1746,F7IV,-3.3,v,Kepler-1746
Kepler-1747,,-46.421398,v,Kepler-1747
Kepler-1748,,-47.23,v,Kepler-1748
Kepler-1749,M0V,-36.873901,v,Kepler-1749
Kepler-175,,-30.0,v,Kepler-175
Kepler-1750,,,,Kepler-1750
Kepler-1751,,,,Kepler-1751
Kepler-1752,,,,Kepler-1752
Kepler-1753,,,,Kepler-1753
Kepler-1754,,,,Kepler-1754
Kepler-1755,,22.9489,v,Kepler-1755
Kepler-1756,,-37.1,v,Kepler-1756
Kepler-1757,,,,Kepler-1757
Kepler-1758,,-22.3891,v,Kepler-1758
Kepler-1759,,,,Kepler-1759
Kepler-176,,-2.67,v,Kepler-176
Kepler-1760,,,,Kepler-1760
Kepler-1761,M0V,,,Kepler-1761
Kepler-1762,,,,Kepler-1762
Kepler-1763,,,,Kepler-1763
Kepler-1764,,-53.2253,v,Kepler-1764
Kepler-1765,,,,Kepler-1765
Kepler-1766,G0V,-24.347,v,Kepler-1766
Kepler-1767,,10.9321,v,Kepler-1767
Kepler-1768,,-11.7,v,Kepler-1768
Kepler-1769,,-4.18,v,Kepler-1769
Kepler-177,,-114.461998,v,Kepler-177
Kepler-1770,,,,Kepler-1770
Kepler-1771,,-32.1,v,Kepler-1771
Kepler-1772,,-52.6,v,Kepler-1772
Kepler-1773,,-10.8118,v,Kepler-1773
Kepler-1774,G0.5V,22.2,v,Kepler-1774
Kepler-1775,,-27.4,v,Kepler-1775
Kepler-1776,G0V,-7.1,v,Kepler-1776
Kepler-1777,,-35.735901,v,Kepler-1777
Kepler-1778,,,,Kepler-1778
Kepler-1779,,,,Kepler-1779
Kepler-178,,-29.2103,v,Kepler-178
Kepler-1780,,-30.403299,v,Kepler-1780
Kepler-1781,,,,Kepler-1781
Kepler-1782,,-4.4,v,Kepler-1782
Kepler-1783,,-11.4492,v,Kepler-1783
Kepler-1784,,,,Kepler-1784
Kepler-1785,,-19.1,v,Kepler-1785
Kepler-1786,,-51.612999,v,Kepler-1786
Kepler-1787,,-5.78703,v,Kepler-1787
Kepler-1788,,,,Kepler-1788
Kepler-1789,,,,Kepler-1789
Kepler-179,G8,-39.66,v,Kepler-179
Kepler-1790,,-29.7,v,Kepler-1790
Kepler-1791,G0,-20.5,v,Kepler-1791
Kepler-1792,K2,54.2,v,Kepler-1792
Kepler-1793,,-25.337,v,Kepler-1793
Kepler-1794,,,,Kepler-1794
Kepler-1795,,-0.7267,v,Kepler-1795
Kepler-1796,,,,Kepler-1796
Kepler-1797,,-2.99159,v,Kepler-1797
Kepler-1798,M0V,-32.671501,v,Kepler-1798
Kepler-1799,,,,Kepler-1799
Kepler-18,,-18.4007,v,Kepler-18
Kepler-180,,-35.725601,v,Kepler-180
Kepler-1800,,-90.4309,v,Kepler-1800
Kepler-1801,,,,Kepler-1801
Kepler-1802,,,,Kepler-1802
Kepler-1804,,,,Kepler-1804
Kepler-1805,M0V,,,Kepler-1805
Kepler-1806,,,,Kepler-1806
Kepler-1807,F3/F5V,-3.4,v,Kepler-1807
Kepler-1808,,-25.5584,v,Kepler-1808
Kepler-1809,K2.5V,-16.1,v,Kepler-1809
Kepler-181,G8,-42.204498,v,Kepler-181
Kepler-1810,,-9.44218,v,Kepler-1810
Kepler-1811,,,,Kepler-1811
Kepler-1812,,-16.5057,v,Kepler-1812
Kepler-1813,,,,Kepler-1813
Kepler-1814,,-11.3,v,Kepler-1814
Kepler-1815,,,,Kepler-1815
Kepler-1816,,-34.020599,v,Kepler-1816
Kepler-1817,,,,Kepler-1817
Kepler-1818,,,,Kepler-1818
Kepler-1819,,,,Kepler-1819
Kepler-182,G3,-56.26,v,Kepler-182
Kepler-1820,,,,Kepler-1820
Kepler-1821,G5V,-38.017601,v,Kepler-1821
Kepler-1822,,-84.4358,v,Kepler-1822
Kepler-1823,,-4.50253,v,Kepler-1823
Kepler-1824,,25.9598,v,Kepler-1824
Kepler-1825,K2V,-30.457199,v,Kepler-1825
Kepler-1826,M1V,,,Kepler-1826
Kepler-1827,G4V,-53.564899,v,Kepler-1827
Kepler-1828,F8,7.05474,v,Kepler-1828
Kepler-1829,,,,Kepler-1829
Kepler-183,G2V,-39.6,v,Kepler-183
Kepler-1830,F6IV,-45.7,v,Kepler-1830
Kepler-1831,,-32.987499,v,Kepler-1831
Kepler-1832,,,,Kepler-1832
Kepler-1833,F7V,-13.6,v,Kepler-1833
Kepler-1834,,1.9,v,Kepler-1834
Kepler-1835,,,,Kepler-1835
Kepler-1836,,,,Kepler-1836
Kepler-1837,,24.148199,v,Kepler-1837
Kepler-1838,,-7.0437,v,Kepler-1838
Kepler-1839,,-9.08707,v,Kepler-1839
Kepler-184,F2,-45.548901,v,Kepler-184
Kepler-1840,K2,-37.5036,v,Kepler-1840
Kepler-1841,,,,Kepler-1841
Kepler-1842,,,,Kepler-1842
Kepler-1843,,26.7899,v,Kepler-1843
Kepler-1844,,,,Kepler-1844
Kepler-1845,K3V,25.441299,v,Kepler-1845
Kepler-1846,,-11.6504,v,Kepler-1846
Kepler-1847,,,,Kepler-1847
Kepler-1848,,-24.1,v,Kepler-1848
Kepler-1849,,,,Kepler-1849
Kepler-185,,-49.0,v,Kepler-185
Kepler-1850,,,,Kepler-1850
Kepler-1851,,-31.846001,v,Kepler-1851
Kepler-1852,,,,Kepler-1852
Kepler-1853,,-30.165899,v,Kepler-1853
Kepler-1854,,29.4,v,Kepler-1854
Kepler-1855,M2V,,,Kepler-1855
Kepler-1856,,-2.24028,v,Kepler-1856
Kepler-1857,,26.1,v,Kepler-1857
Kepler-1858,,-23.367399,v,Kepler-1858
Kepler-1859,,-16.7759,v,Kepler-1859
Kepler-186,M1V,-62.023998,v,Kepler-186
Kepler-1860,,1.91031,v,Kepler-1860
Kepler-1861,G5V,-30.060801,v,Kepler-1861
Kepler-1862,,,,Kepler-1862
Kepler-1863,G0V,-29.2,v,Kepler-1863
Kepler-1864,G0.5V,-17.4436,v,Kepler-1864
Kepler-1865,,,,Kepler-1865
Kepler-1866,,-17.4394,v,Kepler-1866
Kepler-1867,,-60.12,v,Kepler-1867
Kepler-1868,K3V,-18.5,v,Kepler-1868
Kepler-1869,G5V,10.7573,v,Kepler-1869
Kepler-187,,3.5,v,Kepler-187
Kepler-1870,,-12.5,v,Kepler-1870
Kepler-1871,K1III-IV,-6.84543,v,Kepler-1871
Kepler-1872,,,,Kepler-1872
Kepler-1873,,-9.05506,v,Kepler-1873
Kepler-1874,,-58.11,v,Kepler-1874
Kepler-1875,,-30.676001,v,Kepler-1875
Kepler-1876,,8.65306,v,Kepler-1876
Kepler-1877,G5V,12.0646,v,Kepler-1877
Kepler-1878,,,,Kepler-1878
Kepler-1879,,-30.1,v,Kepler-1879
Kepler-188,G6,-19.52,v,Kepler-188
Kepler-1880,,,,Kepler-1880
Kepler-1881,,,,Kepler-1881
Kepler-1882,,-79.85,v,Kepler-1882
Kepler-1883,,,,Kepler-1883
Kepler-1884,,,,Kepler-1884
Kepler-1885,,-5.60258,v,Kepler-1885
Kepler-1886,,,,Kepler-1886
Kepler-1887,,,,Kepler-1887
Kepler-1888,,-38.0,v,Kepler-1888
Kepler-1889,,-9.3269,v,Kepler-1889
Kepler-189,,-9.91,v,Kepler-189
Kepler-1890,F5V,20.976999,v,Kepler-1890
Kepler-1891,G5,-19.1,v,Kepler-1891
Kepler-1892,,,,Kepler-1892
Kepler-1893,,,,Kepler-1893
Kepler-1894,,-6.44502,v,Kepler-1894
Kepler-1895,,,,Kepler-1895
Kepler-1896,,,,Kepler-1896
Kepler-1897,,,,Kepler-1897
Kepler-1898,,-91.2837,v,Kepler-1898
Kepler-1899,,27.817499,v,Kepler-1899
Kepler-19,F9,-10.7,v,Kepler-19
Kepler-190,G8,-43.0,v,Kepler-190
Kepler-1900,,,,Kepler-1900
Kepler-1901,,,,Kepler-1901
